sales,unemployment,temperature,facebook_newsfeed_spend,youtube_brand_spend,search_spend,youtube_performance_spend,newspaper_spend,tv_spend,Inflation_rate,Retail_trade,GDP,Income
1095570.633,3.7,69.37045797,11360.22146,27949.50727,23078.47073,30902.40233,0,20896.28621,1.66,455967,21531.839,14960.3
1080623.183,3.7,80.18279832,11188.90442,27528.64376,25172.64029,30297.87458,0,18912.81414,1.66,455967,21531.839,14960.3
1075671.509,3.7,84.2088087,11133.0616,24113.86164,23352.7816,25768.8105,0,22053.04088,1.66,455967,21531.839,14960.3
1046107.397,3.7,72.659932,11381.41851,23951.47857,21804.57457,0,12088.88959,19359.1233,1.61,455967,21531.839,14960.3
1087864.646,3.7,64.72692009,11299.96767,23886.97776,26229.66675,0,12231.58133,20510.84139,1.63,455967,21531.839,14960.3
1076773.569,3.7,67.58444167,11121.34189,21023.99967,21123.98841,0,11983.40301,19275.55137,1.57,455967,21531.839,14960.3
1095837.283,3.7,81.11190379,11088.694,24757.12226,23038.57472,0,11677.75437,19585.14024,1.54,455967,21531.839,14960.3
1061991.746,3.7,62.30319692,11558.32563,24829.75844,23312.2696,0,12022.77387,21494.23075,1.54,455967,21531.839,14960.3
1077977.326,3.7,78.7874431,12167.85532,24895.78334,25493.37285,0,11873.48208,16920.19935,1.54,455967,21531.839,14960.3
1075258.71,3.7,70.25211689,11042.83726,24706.0165,23307.78039,0,11825.58612,17565.99076,1.54,455967,21531.839,14960.3
1073370.89,3.7,63.38386341,10973.32885,24533.08067,20500.45322,0,11788.98898,21839.14246,1.56,455967,21531.839,14960.3
1057620.855,3.7,60.94133206,10542.75053,25659.70341,21076.82921,0,12182.1647,20152.67242,1.53,455967,21531.839,14960.3
1072291.461,3.7,74.48499809,10764.25718,26562.86011,21074.48679,0,12034.24484,24494.50391,1.54,455967,21531.839,14960.3
1096636.498,3.7,53.73955249,11191.41059,29536.42324,22576.01633,0,11735.181,18572.40484,1.55,455967,21531.839,14960.3
1081904.042,3.7,73.10639685,10783.98269,27661.59489,24013.10711,0,12314.65399,20067.4836,1.54,455967,21531.839,14960.3
1061088.804,3.7,50.70483305,11999.39434,23601.81066,26460.64814,0,12301.75261,20949.70989,1.54,455967,21531.839,14960.3
1103291.163,3.7,67.47496351,10801.30916,26404.35682,25000.20721,0,11989.27841,20679.96925,1.54,455967,21531.839,14960.3
1092024.358,3.7,70.55742144,10826.9558,23344.93049,18317.95843,18668.71414,11798.33975,16527.63453,1.54,455967,21531.839,14960.3
1083769.912,3.7,72.79503845,10889.39688,26571.66632,21869.3398,25333.12911,12343.59117,23097.67315,1.55,455967,21531.839,14960.3
1086308.392,3.7,51.51444107,10658.233,22834.45966,26726.73386,21722.37136,12119.1501,24355.10511,1.55,455967,21531.839,14960.3
1059217.735,3.7,44.4871946,11593.98012,21480.36133,27324.72634,26399.76953,11406.21665,21281.13764,1.59,455967,21531.839,14960.3
1066912.99,3.7,49.40625691,10361.08052,24661.03715,25351.91276,27970.60756,11967.42469,16279.64752,1.55,455967,21531.839,14960.3
1065054.505,3.7,46.08008638,11223.69456,24601.99854,24238.15416,32139.90286,11948.2547,19426.14656,1.55,455967,21531.839,14960.3
1064826.622,3.5,53.08659348,11530.8977,22629.68038,23016.92643,36406.53786,11920.82636,18902.20026,1.55,452048,21531.839,15000.7
1080350.105,3.5,44.43896631,10419.8579,25667.25764,23785.11611,29717.98293,12246.80755,20129.00368,1.55,452048,21531.839,15000.7
1078197.216,3.5,49.91237246,11444.99482,26438.98518,23916.49346,24699.11766,12005.32475,18708.86568,1.5,452048,21531.839,15000.7
1073988.427,3.5,57.93242808,10728.921,24321.04743,20560.7092,28550.53282,12097.6813,18644.79252,1.51,452048,21531.839,15000.7
1097738.799,3.5,51.48002623,10753.90275,25427.70678,20755.80331,34436.78583,12156.68831,17231.57179,1.56,452048,21531.839,15000.7
1067737.097,3.5,69.05243913,10904.25419,23687.79087,24986.66061,20877.31985,12456.79903,20138.38891,1.54,452048,21531.839,15000.7
1086133.747,3.5,53.69037503,10486.39604,28396.81151,19333.50599,25754.43385,11821.11685,17186.42966,1.54,452048,21531.839,15000.7
1084634.128,3.5,70.4387161,10893.21627,22090.29043,23247.77026,25847.02027,12013.62324,18274.08389,1.54,452048,21531.839,15000.7
1066126.57,3.5,52.13720337,10794.566,24484.76816,24181.10899,0,0,15002.40758,1.57,452048,21531.839,15000.7
1049163.963,3.5,64.58106988,10804.77987,23083.73985,24609.52663,0,0,17085.0205,1.6,452048,21531.839,15000.7
1055949.857,3.5,50.11837876,11010.04219,24502.31912,23015.07683,0,0,21900.0319,1.6,452048,21531.839,15000.7
1074429.35,3.5,69.9985806,11568.4355,23499.81365,19367.49443,0,0,22744.12558,1.63,452048,21531.839,15000.7
1075757.168,3.5,69.76396363,11209.94123,26015.76774,22190.26404,0,0,17265.08409,1.67,452048,21531.839,15000.7
1071277.716,3.5,61.9490031,11796.8836,23467.56955,24474.29991,0,0,16606.98451,1.67,452048,21531.839,15000.7
1063636.021,3.5,63.53474308,10947.52475,23432.9648,23971.69114,0,0,20012.10291,1.67,452048,21531.839,15000.7
1051271.79,3.5,71.00496306,10914.34029,22093.85424,24658.6262,0,0,18734.24821,1.67,452048,21531.839,15000.7
1052534.876,3.5,55.24045499,11215.90877,26031.69465,22659.75636,0,0,20959.3254,1.66,452048,21531.839,15000.7
1071902.835,3.5,72.45116146,10923.29881,21992.52933,25771.84293,0,0,20264.82292,1.59,452048,21531.839,15000.7
1082447.473,3.5,77.61720757,10336.12677,28762.3108,24776.03804,0,0,19611.35364,1.61,452048,21531.839,15000.7
1089361.035,3.5,62.85555915,10511.82345,25453.33373,23363.86656,0,0,24632.10392,1.61,452048,21531.839,15000.7
1068190.18,3.5,58.78516348,11654.69499,25441.56572,21831.23604,0,0,15807.95799,1.61,452048,21531.839,15000.7
1079179.783,3.5,69.36277855,11557.59186,24413.97466,26487.15515,0,0,19020.25685,1.61,452048,21531.839,15000.7
1107143.418,3.5,69.08505933,11304.17404,30202.59507,20214.89081,23734.91168,12219.24063,16603.00523,1.61,452048,21531.839,15000.7
1083789.026,3.5,72.69812229,11282.76327,25651.19276,25463.1123,31971.97974,11954.45341,19151.56077,1.58,452048,21531.839,15000.7
1077026.486,3.5,71.66099706,10629.54407,25634.60535,24156.77398,28298.70259,11940.87951,20197.09211,1.6,452048,21531.839,15000.7
1082696.249,3.5,87.04381326,11514.18499,20883.69796,23277.55221,24335.87365,12024.47841,18994.12169,1.57,452048,21531.839,15000.7
1088474.01,3.5,66.56871821,11163.5548,22000.58537,25195.45075,22306.70153,11751.49228,19422.95845,1.53,452048,21531.839,15000.7
1063837.916,3.5,66.11666844,10554.97916,23758.10019,21853.77633,28289.60402,12086.96494,19493.92519,1.53,452048,21531.839,15000.7
1060961.986,3.5,79.16942305,10896.42409,25309.67168,24437.78607,19025.80807,11766.33242,0,1.53,452048,21531.839,15000.7
1043632.095,3.5,62.41653726,10637.79363,23054.05675,21071.59194,21926.24756,12398.26071,0,1.53,452048,21531.839,15000.7
1064756.136,3.6,63.57398744,10591.5431,23396.11362,17950.42887,31177.47159,12376.11183,0,1.52,453451,21706.532,15022.4
1076795.335,3.6,83.17791882,10586.58718,21865.83052,20590.47762,25478.07571,11815.7742,0,1.5,453451,21706.532,15022.4
1082971.184,3.6,87.07982542,10881.4116,25686.84198,22080.89894,31250.91919,11981.46746,0,1.48,453451,21706.532,15022.4
1068120.883,3.6,66.0648175,10297.53537,24109.31006,27381.90976,23872.63458,12130.80208,0,1.5,453451,21706.532,15022.4
1085994.47,3.6,77.53798509,11258.06138,22149.09903,21598.83568,27858.83497,12217.85919,0,1.5,453451,21706.532,15022.4
1079819.992,3.6,67.95466862,11195.51268,23930.19002,20954.72875,24323.77231,12133.09648,0,1.5,453451,21706.532,15022.4
1080550.579,3.6,84.48225575,10581.10257,24696.40595,21692.72162,0,11891.09016,0,1.51,453451,21706.532,15022.4
1069393.984,3.6,79.58268,11509.82027,23098.6188,19231.67937,0,12091.98038,0,1.48,453451,21706.532,15022.4
1110915.708,3.6,76.33156067,11051.9379,21716.90156,23399.55559,0,12209.96028,0,1.49,453451,21706.532,15022.4
1082695.141,3.6,60.68954233,11088.36074,27783.04846,24057.3634,0,11678.39214,0,1.52,453451,21706.532,15022.4
1078560.835,3.6,54.54826802,11231.98879,24875.76767,23012.4475,0,12074.58497,0,1.56,453451,21706.532,15022.4
1077172.016,3.6,62.32644993,11126.3441,24556.92441,22628.98933,0,12286.01209,0,1.56,453451,21706.532,15022.4
1073725.708,3.6,71.61751214,11110.1568,24675.53596,23736.40141,0,11365.94355,0,1.56,453451,21706.532,15022.4
1081828.504,3.6,75.80811284,10885.39334,25673.69064,25046.06188,0,12143.88809,0,1.56,453451,21706.532,15022.4
1088185.589,3.6,67.36518999,11082.53634,27163.35452,25161.63319,0,12061.31382,0,1.56,453451,21706.532,15022.4
1088333.467,3.6,67.04944712,11279.82767,27060.38636,25899.26024,0,12335.69186,0,1.57,453451,21706.532,15022.4
1098446.391,3.6,70.10793993,11186.91727,24293.14171,21628.3356,0,12260.10523,0,1.59,453451,21706.532,15022.4
1089975.703,3.6,65.19174569,10653.42207,27150.76339,20437.61896,0,12074.09587,0,1.6,453451,21706.532,15022.4
1059284.428,3.6,68.60677086,11354.02004,24569.35504,21411.82001,0,12110.756,0,1.6,453451,21706.532,15022.4
1105301.968,3.6,56.28737347,10937.68482,25367.11786,19201.67098,0,12269.84911,0,1.6,453451,21706.532,15022.4
1069803.878,3.6,62.12359914,10621.70871,26901.13564,20516.72551,23711.43848,0,0,1.61,453451,21706.532,15022.4
1103440.418,3.6,46.25392194,10894.59607,27167.10193,24025.98636,31356.97863,0,0,1.61,453451,21706.532,15022.4
1082005.592,3.6,62.920484,10274.37992,22010.14096,23827.52957,24136.25561,0,0,1.61,453451,21706.532,15022.4
1067003.904,3.6,43.96459091,11183.60198,23712.13444,17884.30335,20476.70038,0,0,1.62,453451,21706.532,15022.4
1083770.488,3.6,49.86265878,11732.34624,27857.59503,21878.00724,25479.33948,0,0,1.65,453451,21706.532,15022.4
1079941.576,3.6,53.58975318,11072.77392,24225.1805,24008.70285,27633.79984,0,0,1.65,453451,21706.532,15022.4
1069614.11,3.6,68.68929506,11243.32077,24858.34596,26406.76565,31371.8277,0,0,1.65,453451,21706.532,15022.4
1082476.925,3.6,69.98961537,10803.07057,24861.67153,25703.09432,24754.71806,0,0,1.64,453451,21706.532,15022.4
1062081.361,3.6,44.19950255,10616.57537,24799.80755,22086.51391,30272.5716,0,17166.28493,1.61,453451,21706.532,15022.4
1105959.227,3.6,60.18431658,10740.92955,25668.71465,26446.1079,23228.21845,0,15457.91354,1.57,453451,21706.532,15022.4
1075580.17,3.6,45.30546959,10875.05139,22350.64593,19035.11641,22690.54946,0,19612.84337,1.54,453451,21706.532,15022.4
1114494.082,3.6,61.13998422,11191.63168,26560.04694,25992.71484,27234.40235,0,21142.2054,1.59,455933,21706.532,15084.2
1069914.779,3.6,49.00686636,11272.41131,23425.80606,24734.61823,28085.44588,0,22100.57608,1.59,455933,21706.532,15084.2
1088992.057,3.6,64.9327078,11034.27416,23826.16637,22431.19401,33524.90691,0,23276.08171,1.59,455933,21706.532,15084.2
1080516.065,3.6,71.29937094,10987.97629,23909.06825,27208.99972,0,11843.0125,21237.4748,1.64,455933,21706.532,15084.2
1084149.978,3.6,59.33195508,11207.01055,26524.95761,23337.27782,0,11944.3634,20450.83194,1.68,455933,21706.532,15084.2
1068367.993,3.6,54.46777057,10881.29066,25128.06631,23375.98286,0,11917.8734,21548.08782,1.66,455933,21706.532,15084.2
1101885.422,3.6,54.18678276,11053.52833,25256.38288,24564.68213,0,11796.14354,20009.30523,1.69,455933,21706.532,15084.2
1063887.042,3.6,62.93808149,11346.9583,26211.20059,19535.01632,0,12092.76497,20710.87108,1.71,455933,21706.532,15084.2
1085849.07,3.6,82.21018102,10908.53952,25789.85968,21233.24804,0,12015.91322,18465.65078,1.71,455933,21706.532,15084.2
1100526.27,3.6,70.39288263,10886.55395,23927.56789,22972.43637,0,12279.01266,18317.3308,1.71,455933,21706.532,15084.2
1079524.945,3.6,65.97952182,10992.80477,25565.33243,24012.30445,0,11566.48462,20593.43912,1.71,455933,21706.532,15084.2
1089773.767,3.6,66.41096698,10979.71829,24994.31276,22000.06931,0,11813.64822,19975.73217,1.7,455933,21706.532,15084.2
1110359.743,3.6,69.28205793,10939.62101,25412.37621,21608.76591,0,11783.1076,21414.57954,1.66,455933,21706.532,15084.2
1081619.744,3.6,59.94849433,11091.9834,22236.76852,22444.36329,0,12501.95845,20040.87357,1.62,455933,21706.532,15084.2
1082157.021,3.6,61.20462016,11527.0921,25032.86194,23545.96306,0,12109.24405,21196.28053,1.63,455933,21706.532,15084.2
1087786.064,3.6,85.41304282,10288.03189,25213.03384,25499.74732,0,11929.64997,19772.60433,1.63,455933,21706.532,15084.2
1107872.148,3.6,72.57720134,10949.56722,25447.28015,23915.03928,0,11679.75039,17355.42445,1.63,455933,21706.532,15084.2
1082672.04,3.6,74.83105646,11458.91613,24401.95575,24530.57152,27486.7749,12185.31381,19595.10508,1.63,455933,21706.532,15084.2
1106584.916,3.6,73.18165092,11190.83759,26696.27014,23783.45472,21684.96646,12342.02136,22787.71321,1.63,455933,21706.532,15084.2
1102849.473,3.6,81.65813922,10897.76391,27987.0455,21905.59863,22902.3527,11813.37189,21531.4429,1.6,455933,21706.532,15084.2
1103931.493,3.6,73.11393979,11037.04727,23693.65555,22064.41104,24834.25235,11889.33181,21575.8644,1.63,455933,21706.532,15084.2
1092252.953,3.6,75.78512421,12003.9737,22326.23159,20785.95326,22823.6343,12494.69629,22233.24712,1.62,455933,21706.532,15084.2
1122019.996,3.6,62.4167667,11162.78227,26642.16182,24571.02981,22789.88854,12214.66484,19111.45627,1.62,455933,21706.532,15084.2
1083364.161,3.6,69.23936784,11057.2679,24022.90772,21703.82249,25637.09206,12002.91743,18591.5932,1.62,455933,21706.532,15084.2
1082162.081,3.6,87.24057528,11165.60358,25514.4536,25147.95233,18691.74268,12175.60811,18898.64486,1.62,455933,21706.532,15084.2
1095039.839,3.6,85.72803227,11313.00645,25233.17844,23724.77102,33435.29692,12425.59032,19188.18774,1.62,455933,21706.532,15084.2
1080104.416,3.6,85.61049871,10960.08089,24761.00194,26831.30387,21210.31913,11938.79285,18994.87152,1.63,455933,21706.532,15084.2
1106342.46,3.6,79.94919663,11312.15481,25935.85322,24106.89722,28049.27921,12120.42494,19946.61326,1.63,455933,21706.532,15084.2
1111437.25,3.6,77.8632344,10790.30096,22126.22466,22579.72025,23104.31737,12113.03537,18260.8103,1.61,455933,21706.532,15084.2
1117308.858,3.6,57.48058865,11042.4979,26062.02443,22181.37322,28196.71546,12223.57304,19001.36327,1.61,455933,21706.532,15084.2
1080511.138,3.6,58.27877554,10137.97123,23274.57213,23236.65996,25323.2076,11668.62205,20233.00993,1.61,458923,21706.532,15018.1
1089256.82,3.6,56.76034796,11436.0367,22509.61121,25148.37568,0,0,21169.42903,1.65,458923,21706.532,15018.1
1090916.993,3.6,73.44678586,11292.20138,26291.46164,23078.85634,0,0,19725.53971,1.63,458923,21706.532,15018.1
1066846.469,3.6,76.18719809,11342.98988,24321.12439,22681.32429,0,0,19156.81832,1.66,458923,21706.532,15018.1
1093186.476,3.6,60.97538046,11504.91065,24587.19918,18426.23207,0,0,21050.02387,1.67,458923,21706.532,15018.1
1088273.714,3.6,53.65694978,11122.71417,25259.45057,22345.91492,0,0,21607.70096,1.69,458923,21706.532,15018.1
1099743.847,3.6,57.92759928,11076.73082,28111.30677,23148.78095,0,0,19525.31723,1.69,458923,21706.532,15018.1
1090700.96,3.6,60.57463476,11207.94801,26585.60549,24584.88197,0,0,20751.55248,1.69,458923,21706.532,15018.1
1077192.882,3.6,71.02145185,10614.30569,22725.25719,23473.35556,0,0,17803.62069,1.69,458923,21706.532,15018.1
1050397.975,3.6,46.72754049,10257.94659,24596.98236,25466.32053,0,0,20576.85488,1.71,458923,21706.532,15018.1
1092398.351,3.6,46.90051794,10655.47093,22955.27016,25062.34388,0,0,21524.11324,1.69,458923,21706.532,15018.1
1098504.958,3.6,64.31234406,10662.80743,23352.40231,24866.76809,0,0,19040.76695,1.72,458923,21706.532,15018.1
1064976.616,3.6,51.21514399,11158.11422,25482.92413,24186.03423,0,0,16594.28997,1.7,458923,21706.532,15018.1
1077514.239,3.6,62.58224117,10438.07278,25195.34235,24583.6782,0,0,19565.0951,1.7,458923,21706.532,15018.1
1076984.364,3.6,48.59108193,10459.65866,22392.10573,19097.23937,0,0,18416.699,1.7,458923,21706.532,15018.1
1074145.389,3.6,53.01738412,10767.06716,24421.58092,25813.70222,26289.68331,11848.77372,20569.15433,1.73,458923,21706.532,15018.1
1090555.494,3.6,56.28152075,11318.61685,26181.7638,25344.19183,26552.97701,12008.47676,20608.65978,1.75,458923,21706.532,15018.1
1060996.798,3.6,68.58371943,10974.62353,26891.32388,26198.26818,25667.23903,12211.44686,19931.96673,1.76,458923,21706.532,15018.1
1076207.353,3.6,44.23350078,10896.61366,22445.79598,22876.43744,24456.62938,11669.25193,18997.45717,1.77,458923,21706.532,15018.1
1084849.206,3.6,51.6301296,11185.39168,24609.14872,24427.5023,26593.27481,12271.48201,20593.49856,1.77,458923,21706.532,15018.1
1084367.28,3.6,50.45595585,11168.05083,25404.27714,18601.46818,21073.59973,11773.72886,20931.21055,1.77,458923,21706.532,15018.1
1093652.836,3.6,55.22993481,11494.52577,25687.18512,23041.14967,23656.46517,12276.35369,21043.18655,1.77,458923,21706.532,15018.1
1079508.593,3.6,66.65199707,10673.55213,27385.16319,19959.05175,23016.03454,11827.50872,19681.68909,1.75,458923,21706.532,15018.1
1094628.109,3.6,70.44057379,11309.72989,21718.41861,25695.97764,30887.01233,11811.62041,22110.68696,1.75,458923,21706.532,15018.1
1110445.904,3.6,66.27161431,10597.65952,27317.3846,25114.79176,28056.11571,12117.23187,20230.6319,1.75,458923,21706.532,15018.1
1079419.128,3.6,67.30099937,10694.447,22417.65213,22360.32236,27646.56204,11762.73655,16985.37354,1.74,458923,21706.532,15018.1
1096900.56,3.6,54.12140488,10772.62447,29182.28513,24632.17293,25849.14668,12014.32465,22939.00676,1.73,458923,21706.532,15018.1
1110922.445,3.6,73.16493276,11443.68703,21492.28733,20691.05214,26890.10226,11984.48466,21667.60474,1.73,458923,21706.532,15018.1
1113833.929,3.6,71.82433264,10732.25918,25057.65668,23106.70242,29993.80023,11542.91017,23742.85382,1.73,458923,21706.532,15018.1
1079732.925,3.6,79.09769891,10684.62801,24356.6152,25416.69011,0,11688.50861,19196.6604,1.75,458923,21706.532,15018.1
1081817.03,3.6,54.49342019,10887.22956,27403.83062,22515.4079,0,11863.09034,17826.35402,1.77,458923,21706.532,15018.1
1092840.315,3.5,72.13715049,10999.23326,24423.13428,22902.36373,0,11757.13129,20359.9361,1.77,456113,21538.032,15149.7
1122712.449,3.5,66.81492602,11120.06539,23661.79961,22716.5487,0,11815.54533,19928.28456,1.8,456113,21538.032,15149.7
1082950.696,3.5,78.36108559,10987.74071,25753.91864,24234.06373,0,11986.1032,21240.08804,1.77,456113,21538.032,15149.7
1115684.554,3.5,79.88303638,10863.16881,27372.51096,21040.30714,0,11782.91156,19771.27925,1.77,456113,21538.032,15149.7
1075712.042,3.5,66.70807828,11373.00804,24238.11317,21260.11538,0,12314.82153,20757.72119,1.77,456113,21538.032,15149.7
1074163.101,3.5,67.30137253,10098.96961,23054.08105,19230.53361,0,11480.49102,23569.49901,1.75,456113,21538.032,15149.7
1094355.923,3.5,79.8071261,10770.38515,23834.5088,23755.36606,0,12265.67762,19760.23476,1.74,456113,21538.032,15149.7
1104904.852,3.5,74.90126971,11241.50255,25791.0664,21913.51958,0,12262.38766,19298.64462,1.75,456113,21538.032,15149.7
1096629.428,3.5,72.28081432,10432.29831,25795.99431,22532.97119,0,11696.06952,16480.82139,1.74,456113,21538.032,15149.7
1076366.843,3.5,63.46740749,11003.21012,24164.29044,19704.04307,0,12285.7315,20638.83728,1.76,456113,21538.032,15149.7
1103609.582,3.5,87.17201176,11243.83666,25296.42236,24579.22626,0,11492.59372,19439.9871,1.76,456113,21538.032,15149.7
1117410.175,3.5,84.38909753,11003.60676,25030.53251,18932.83209,0,11715.84302,20339.83078,1.76,456113,21538.032,15149.7
1093030.826,3.5,75.20595514,10148.65813,27669.65761,23797.20602,29139.21679,0,21572.30093,1.77,456113,21538.032,15149.7
1092529.216,3.5,62.29208777,11108.84843,28458.03976,25885.19661,21100.72777,0,19018.37332,1.77,456113,21538.032,15149.7
1083946.297,3.5,75.24674115,10922.81278,24662.02733,19494.03236,25402.99327,0,21089.99277,1.75,456113,21538.032,15149.7
1094378.802,3.5,70.74564957,10643.65142,25226.94218,21123.37773,25821.21012,0,17448.17749,1.74,456113,21538.032,15149.7
1124675.569,3.5,73.52619181,11231.63356,25179.32016,23645.69025,26386.20977,0,16951.23639,1.75,456113,21538.032,15149.7
1077005.509,3.5,69.90277563,11060.14382,23813.52332,20597.32599,28552.33827,0,20444.45017,1.75,456113,21538.032,15149.7
1073304.95,3.5,58.36905772,10869.61498,23713.41543,26399.80145,38742.78177,0,18396.09078,1.75,456113,21538.032,15149.7
1082061.517,3.5,71.4376072,10377.66701,23380.4361,20489.5733,23924.68662,0,16786.44797,1.75,456113,21538.032,15149.7
1090918.59,3.5,60.15434829,10110.64741,25925.37773,25471.10012,16974.91337,0,22069.69906,1.74,456113,21538.032,15149.7
1084298.106,3.5,60.25868184,11015.83887,20330.17468,22129.04312,28012.63871,0,21428.86596,1.72,456113,21538.032,15149.7
1104727.543,3.5,80.63748978,10646.37656,27031.29843,24447.25829,24093.29535,0,18893.14828,1.7,456113,21538.032,15149.7
1077796.575,3.5,79.18534534,11389.63875,24949.58848,23774.25369,26378.75532,0,22286.5583,1.68,456113,21538.032,15149.7
1098309.874,3.5,72.20378893,10857.68573,26009.1055,24551.99979,25967.53793,0,19281.55744,1.68,456113,21538.032,15149.7
1075865.796,3.5,51.87031225,10681.47194,24655.14694,18675.29059,31039.00174,0,21520.65736,1.68,456113,21538.032,15149.7
1082193.956,3.5,63.0181633,10654.92324,27892.55649,20778.73003,0,11894.70856,0,1.63,456113,21538.032,15149.7
1066188.595,3.5,64.2766899,10714.24173,20769.91176,21453.42472,0,12301.48105,0,1.65,456113,21538.032,15149.7
