"","date","sales","unemployment","temperature","facebook_newsfeed_spend","facebook_newsfeed_impressions","youtube_brand_spend","youtube_brand_impressions","search_spend","search_clicks","youtube_performance_spend","youtube_performance_impressions","newspaper_spend","newspaper_readership","tv_spend","tv_gross_rating_points"
"38",2019-08-07,1059838.48380583,3.7,74.1456752237772,11178.7106989376,11392132,23644.9687980591,10168366,20460.219729041,8865,33491.5380384898,8358393,0,0,14642.9911564444,764252
"39",2019-08-08,1071331.74130508,3.7,66.9559741602945,11274.0403294916,9076856,23975.4899604175,10671989,20616.8088443312,8462,29527.2015251939,6997796,0,0,20012.1283074313,1276465
"40",2019-08-09,1095570.6327905,3.7,69.3704579749742,11360.2214590942,9587613,27949.5072736619,13043635,23078.4707292948,10016,30902.4023325594,7841917,0,0,20896.2862131664,1135969
"41",2019-08-10,1080623.18285367,3.7,80.1827983182853,11188.9044156547,9574001,27528.6437614451,15141967,25172.6402886966,11471,30297.8745766679,7311479,0,0,18912.814135921,1148911
"42",2019-08-11,1075671.50858879,3.7,84.2088086982723,11133.0615997189,11802656,24113.8616350751,11871205,23352.7815980444,11485,25768.810495126,6323127,0,0,22053.0408842919,1400371
"43",2019-08-12,1046107.3966895,3.7,72.6599320041518,11381.4185073569,11485803,23951.478568579,10796438,21804.5745687409,10486,0,0,12088.8895894831,1138319,19359.123302657,1348846
"44",2019-08-13,1087864.64645195,3.7,64.7269200882651,11299.9676707489,11241836,23886.9777571488,10664443,26229.6667458691,11685,0,0,12231.5813295691,1584828,20510.8413885213,1093670
"45",2019-08-14,1076773.56901531,3.7,67.5844416663612,11121.3418854046,9623773,21023.9996685207,10212062,21123.9884091872,9557,0,0,11983.4030131691,1581615,19275.5513654383,1128420
"46",2019-08-15,1095837.28255412,3.7,81.1119037869497,11088.6939973704,10094747,24757.1222604019,11389602,23038.5747232398,9710,0,0,11677.7543719253,1199721,19585.1402424275,1273686
"47",2019-08-16,1061991.74566355,3.7,62.3031969161585,11558.3256250371,10346395,24829.7584361592,11315923,23312.2695967973,10403,0,0,12022.773869278,831015,21494.230746886,1294756
"48",2019-08-17,1077977.32647273,3.7,78.7874430961555,12167.8553152199,10284615,24895.7833424049,11282691,25493.3728540253,11849,0,0,11873.4820793993,833779,16920.1993509852,1083771
"49",2019-08-18,1075258.71018565,3.7,70.2521168946979,11042.8372553307,9919505,24706.0165047568,11406401,23307.7803938627,10712,0,0,11825.5861172957,1086020,17565.9907578721,1242415
"50",2019-08-19,1073370.88977725,3.7,63.3838634070908,10973.3288458605,9191065,24533.0806650981,10501979,20500.4532199633,8935,0,0,11788.9889771307,992258,21839.1424604376,1252242
"51",2019-08-20,1057620.8550158,3.7,60.9413320646103,10542.7505282404,9183428,25659.7034143473,12407731,21076.8292148433,9218,0,0,12182.1646989395,907386,20152.6724197819,1217941
"52",2019-08-21,1072291.46104015,3.7,74.4849980888642,10764.2571794662,9295232,26562.8601143603,12597630,21074.486792663,9118,0,0,12034.2448369195,1089385,24494.5039137447,1006000
"53",2019-08-22,1096636.49805318,3.7,53.7395524867499,11191.4105938223,8957920,29536.4232409426,14031671,22576.0163290385,10125,0,0,11735.1809954196,935783,18572.404836,1021949
"54",2019-08-23,1081904.04217598,3.7,73.1063968531354,10783.9826898112,10349426,27661.5948888526,12038772,24013.1071065933,10617,0,0,12314.6539931775,881843,20067.4835952041,1447036
"55",2019-08-24,1061088.80373942,3.7,50.7048330539853,11999.3943437576,11721255,23601.8106616838,10116007,26460.648142276,11905,0,0,12301.7526086747,1061687,20949.7098939521,1574893
"56",2019-08-25,1103291.16297592,3.7,67.4749635121292,10801.3091631848,10833319,26404.3568228656,14018764,25000.2072108034,11033,0,0,11989.2784072448,957837,20679.969245086,1542844
"57",2019-08-26,1092024.35837229,3.7,70.5574214426938,10826.9558009117,10940643,23344.9304850714,12358956,18317.958429857,7482,18668.7141417846,4420339,11798.33975313,1094832,16527.6345256112,1534822
"58",2019-08-27,1083769.91209931,3.7,72.7950384491215,10889.396883887,9531662,26571.6663171738,12015639,21869.3397967493,9694,25333.1291144046,6157304,12343.5911715057,1030690,23097.6731549233,1408580
"59",2019-08-28,1086308.39196138,3.7,51.5144410678317,10658.2329953244,9871565,22834.459661431,11665355,26726.7338643187,12499,21722.3713573969,5256943,12119.1500951006,1299089,24355.1051072603,1764239
"60",2019-08-29,1059217.73460004,3.7,44.487194601893,11593.9801226279,11328754,21480.3613308909,11783436,27324.7263444686,11834,26399.7695305612,6434258,11406.216648212,1226684,21281.1376358357,1491101
"61",2019-08-30,1066912.98985892,3.7,49.4062569068906,10361.080518038,9555959,24661.037148696,10504389,25351.912758906,12098,27970.6075571219,6750455,11967.4246875512,837559,16279.6475221152,1038301
"62",2019-08-31,1065054.50472937,3.7,46.0800863808137,11223.6945589118,11205827,24601.9985356303,11628200,24238.1541572796,11264,32139.9028632863,7828613,11948.2547036816,1038016,19426.1465564314,1067527
"63",2019-09-01,1064826.62245625,3.5,53.0865934835947,11530.8976989511,10124109,22629.6803789283,10060799,23016.9264322482,9890,36406.5378585967,8828351,11920.826362232,1045019,18902.2002642146,1212795
"64",2019-09-02,1080350.10497994,3.5,44.4389663126944,10419.8578976778,9235082,25667.2576401017,13095641,23785.1161081991,11081,29717.9829332583,7181051,12246.8075506224,1058055,20129.0036770559,1006457
"65",2019-09-03,1078197.21608913,3.5,49.9123724608027,11444.9948178098,10385822,26438.9851790882,11397026,23916.4934617426,10235,24699.1176619166,5893872,12005.324745776,1634074,18708.8656771689,1000372
"66",2019-09-04,1073988.42713126,3.5,57.9324280820447,10728.9210049275,9353037,24321.0474335442,11232093,20560.7092014659,8655,28550.5328173083,6904118,12097.6813041966,1257053,18644.7925190707,1242786
"67",2019-09-05,1097738.79929403,3.5,51.4800262283742,10753.9027473664,9905312,25427.7067757932,12362503,20755.8033098678,9742,34436.7858303958,8423185,12156.6883103244,960899,17231.571785712,906076
"68",2019-09-06,1067737.09715654,3.5,69.0524391299922,10904.254187376,11167850,23687.7908706898,10974537,24986.6606119604,10994,20877.3198455345,5091143,12456.7990349983,1347005,20138.3889094712,1030006
"69",2019-09-07,1086133.74696983,3.5,53.6903750263589,10486.3960409629,10652921,28396.8115113764,12262314,19333.5059890189,8419,25754.4338485839,6290862,11821.1168470477,821398,17186.4296573016,1146813
"70",2019-09-08,1084634.12831319,3.5,70.4387160953448,10893.2162739091,9855851,22090.2904278598,10200516,23247.7702596731,11066,25847.0202665441,6279003,12013.6232438911,869404,18274.0838936595,1155276
"71",2019-09-09,1066126.57044621,3.5,52.1372033662526,10794.5659963772,9831096,24484.7681645451,11054310,24181.1089903002,11425,0,0,0,0,15002.4075822386,819629
"72",2019-09-10,1049163.96260233,3.5,64.5810698825021,10804.7798731609,8437448,23083.7398486528,10100192,24609.5266311959,11139,0,0,0,0,17085.0204965548,759021
"73",2019-09-11,1055949.85667275,3.5,50.1183787601201,11010.0421949121,10442191,24502.3191225052,10905641,23015.0768260605,10034,0,0,0,0,21900.0318973943,1235252
"74",2019-09-12,1074429.34973279,3.5,69.9985806019523,11568.4355004663,11520896,23499.8136492657,10810031,19367.4944309424,7997,0,0,0,0,22744.1255813432,1776416
"75",2019-09-13,1075757.1675483,3.5,69.7639636284867,11209.9412250071,11359256,26015.7677423673,12517189,22190.2640359021,11219,0,0,0,0,17265.084090135,1001224
"76",2019-09-14,1071277.7155062,3.5,61.9490031012944,11796.883596286,11410025,23467.5695511383,10732383,24474.2999126447,10537,0,0,0,0,16606.9845101475,1232034
"77",2019-09-15,1063636.02106302,3.5,63.5347430789803,10947.524754899,9617389,23432.9648041053,11241356,23971.6911380482,11768,0,0,0,0,20012.1029084366,1055281
"78",2019-09-16,1051271.78999321,3.5,71.0049630618497,10914.3402902006,7851947,22093.8542408231,9714469,24658.626202878,11324,0,0,0,0,18734.2482122791,1053108
"79",2019-09-17,1052534.87556731,3.5,55.2404549947427,11215.9087701133,8381538,26031.6946459805,13396645,22659.7563575706,10005,0,0,0,0,20959.3253994469,1522290
"80",2019-09-18,1071902.83467475,3.5,72.4511614619292,10923.2988076301,10144314,21992.5293295064,11162478,25771.842932762,11286,0,0,0,0,20264.8229197524,1494140
"81",2019-09-19,1082447.47340855,3.5,77.6172075689045,10336.1267699054,9802450,28762.3108014665,14817613,24776.038043006,10784,0,0,0,0,19611.3536449605,1229968
"82",2019-09-20,1089361.03517091,3.5,62.8555591519022,10511.8234541898,10212674,25453.3337339937,14021775,23363.8665619447,10671,0,0,0,0,24632.1039229655,1758358
"83",2019-09-21,1068190.18017884,3.5,58.7851634822926,11654.6949905902,10330933,25441.5657180368,12582920,21831.2360390542,10055,0,0,0,0,15807.9579944458,1014972
"84",2019-09-22,1079179.78340358,3.5,69.3627785492251,11557.5918551581,12835621,24413.9746610881,11501434,26487.1551466139,11350,0,0,0,0,19020.2568473229,1121646
"85",2019-09-23,1107143.41786002,3.5,69.0850593336779,11304.1740425557,10461161,30202.5950731139,15265575,20214.8908117907,8471,23734.91167914,5809489,12219.2406343068,1037508,16603.0052255539,1041206
"86",2019-09-24,1083789.02585922,3.5,72.698122286169,11282.7632677864,10037537,25651.1927579868,12165889,25463.1123048779,12846,31971.9797415267,7946356,11954.4534134444,747319,19151.5607698921,902868
"87",2019-09-25,1077026.48570438,3.5,71.6609970561645,10629.5440715782,10011188,25634.6053451235,13952133,24156.7739839358,10763,28298.7025868303,6775631,11940.8795119087,1187620,20197.0921117341,1116331
"88",2019-09-26,1082696.24935431,3.5,87.0438132572014,11514.1849868959,12570887,20883.697962926,10253086,23277.5522063248,11071,24335.8736548551,5873912,12024.4784093899,1045790,18994.1216934898,1204708
"89",2019-09-27,1088474.00982517,3.5,66.5687182112058,11163.5548041371,10093590,22000.5853726906,10982576,25195.4507458728,11778,22306.7015259769,5423170,11751.4922772698,832038,19422.9584523522,1057978
"90",2019-09-28,1063837.91588888,3.5,66.1166684363883,10554.9791621165,9812417,23758.1001937228,11088546,21853.776326153,9411,28289.6040154636,6780860,12086.9649402977,769252,19493.9251936387,1003569
"91",2019-09-29,1060961.98627174,3.5,79.1694230458155,10896.4240854842,10464766,25309.6716812005,11767682,24437.7860667393,11220,19025.8080664313,4667639,11766.3324185789,886888,0,0
"92",2019-09-30,1043632.09452833,3.5,62.4165372594207,10637.7936287971,8904926,23054.0567541194,11000838,21071.5919400984,9436,21926.2475640041,5445870,12398.2607082124,908318,0,0
"93",2019-10-01,1064756.13551657,3.6,63.5739874422652,10591.5430981753,8878124,23396.1136222983,11165704,17950.428871288,8714,31177.4715866463,7514864,12376.1118340031,1097300,0,0
"94",2019-10-02,1076795.33512722,3.6,83.1779188180512,10586.587180633,8190380,21865.8305182718,10204608,20590.4776195579,9045,25478.0757058476,6328822,11815.7742001913,908457,0,0
"95",2019-10-03,1082971.18355424,3.6,87.0798254222985,10881.4115994179,8439346,25686.8419795805,12513152,22080.8989363395,10030,31250.9191870718,7686798,11981.467462981,948571,0,0
"96",2019-10-04,1068120.88329547,3.6,66.0648175047515,10297.5353721721,9095938,24109.3100585853,11737050,27381.9097612469,12531,23872.6345820882,5649042,12130.8020840557,1003474,0,0
"97",2019-10-05,1085994.46971476,3.6,77.5379850863561,11258.0613825304,9174754,22149.099027658,11187188,21598.8356826908,9425,27858.8349682734,6716036,12217.8591942282,905339,0,0
"98",2019-10-06,1079819.9920649,3.6,67.954668624477,11195.5126785476,10650084,23930.1900233198,12334734,20954.7287483526,9261,24323.7723149841,5754463,12133.0964751139,802221,0,0
"99",2019-10-07,1080550.57893433,3.6,84.4822557491514,10581.1025653524,10817376,24696.4059535399,10894551,21692.7216228158,9554,0,0,11891.0901574637,879334,0,0
"100",2019-10-08,1069393.98394483,3.6,79.5826800012721,11509.8202666063,8724169,23098.618801035,11761630,19231.6793722907,8654,0,0,12091.9803828247,860992,0,0
"101",2019-10-09,1110915.7078139,3.6,76.3315606656406,11051.9378976409,11580759,21716.9015616762,9391007,23399.5555942553,10691,0,0,12209.9602761511,908837,0,0
"102",2019-10-10,1082695.14084736,3.6,60.6895423262795,11088.3607444988,10767391,27783.0484618059,12421991,24057.3634039468,10476,0,0,11678.3921438288,1062803,0,0
"103",2019-10-11,1078560.83497572,3.6,54.5482680187967,11231.9887944671,10481124,24875.7676735791,11065890,23012.4475020333,10008,0,0,12074.5849667346,1107677,0,0
"104",2019-10-12,1077172.01640665,3.6,62.3264499317189,11126.3440950831,9555225,24556.9244098192,12457697,22628.9893346642,9528,0,0,12286.0120902514,1400308,0,0
"105",2019-10-13,1073725.70778789,3.6,71.6175121373461,11110.1567988256,10631064,24675.5359558192,11053538,23736.4014062376,10699,0,0,11365.94355493,1164728,0,0
"106",2019-10-14,1081828.50375295,3.6,75.8081128374351,10885.3933445813,10923112,25673.6906381483,13281595,25046.0618756627,11568,0,0,12143.8880898593,1066473,0,0
"107",2019-10-15,1088185.58879388,3.6,67.3651899927098,11082.5363411097,10300463,27163.3545163712,11690483,25161.633191582,12139,0,0,12061.3138240846,1125820,0,0
"108",2019-10-16,1088333.46683178,3.6,67.049447120564,11279.8276696797,10306222,27060.3863581872,11748412,25899.260243302,11550,0,0,12335.6918610567,1071012,0,0
"109",2019-10-17,1098446.3905248,3.6,70.1079399276276,11186.9172668527,11614549,24293.1417114081,12514238,21628.3356016123,9888,0,0,12260.1052294852,1085574,0,0
"110",2019-10-18,1089975.70310695,3.6,65.1917456880386,10653.4220737272,9481556,27150.7633870298,13680794,20437.6189603651,8998,0,0,12074.0958722819,986380,0,0
"111",2019-10-19,1059284.42809877,3.6,68.6067708641155,11354.0200372907,9447335,24569.355037258,11692829,21411.8200055817,10178,0,0,12110.7559959329,1035032,0,0
"112",2019-10-20,1105301.96844944,3.6,56.2873734697647,10937.6848164777,11272535,25367.1178641872,12687060,19201.6709753975,9339,0,0,12269.8491133843,860300,0,0
"113",2019-10-21,1069803.87767766,3.6,62.1235991406517,10621.7087066362,9033892,26901.1356387078,12801313,20516.7255111228,9209,23711.4384825313,5940969,0,0,0,0
"114",2019-10-22,1103440.41830476,3.6,46.2539219377564,10894.5960690825,9346552,27167.1019318245,14022280,24025.9863565505,10403,31356.9786322738,7460450,0,0,0,0
"115",2019-10-23,1082005.59162957,3.6,62.9204840042474,10274.3799175695,10405947,22010.1409622464,10187868,23827.5295749753,10834,24136.2556119882,5685802,0,0,0,0
"116",2019-10-24,1067003.90375393,3.6,43.9645909100814,11183.6019823242,9988149,23712.1344398353,10913294,17884.3033485189,8335,20476.7003783067,4903533,0,0,0,0
"117",2019-10-25,1083770.48789772,3.6,49.8626587752326,11732.3462396981,10313782,27857.5950344959,13670021,21878.0072436328,9408,25479.3394753279,6380611,0,0,0,0
"118",2019-10-26,1079941.57646468,3.6,53.5897531783976,11072.7739201205,8977271,24225.1805001163,10712001,24008.7028491377,10861,27633.7998388745,6865211,0,0,0,0
"119",2019-10-27,1069614.11021148,3.6,68.6892950569976,11243.3207678665,11094030,24858.3459602071,13660405,26406.7656519381,11884,31371.8277003988,7599941,0,0,0,0
"120",2019-10-28,1082476.92503355,3.6,69.9896153711856,10803.0705683779,10237253,24861.6715276914,11971499,25703.0943192419,10901,24754.7180602571,5969745,0,0,0,0
"121",2019-10-29,1062081.36051364,3.6,44.1995025457352,10616.5753681006,9998507,24799.8075455382,11611348,22086.5139052829,10526,30272.5715992888,7160728,0,0,17166.2849312035,925742
"122",2019-10-30,1105959.22745835,3.6,60.1843165786428,10740.9295487025,8964666,25668.7146464469,13065013,26446.1079030024,11641,23228.2184516107,5704958,0,0,15457.9135390688,1049298
"123",2019-10-31,1075580.17013919,3.6,45.3054695881842,10875.0513899045,10536155,22350.6459319057,11123510,19035.116409737,7736,22690.5494610436,5696771,0,0,19612.8433698196,1244237
"124",2019-11-01,1114494.08182523,3.6,61.1399842183983,11191.6316806946,11740554,26560.0469432068,14343010,25992.7148365043,12030,27234.4023539752,6736801,0,0,21142.2053960521,1604582
"125",2019-11-02,1069914.77905167,3.6,49.0068663583637,11272.4113123605,9731169,23425.8060632969,11188585,24734.6182259103,10284,28085.4458815602,6883421,0,0,22100.5760842463,1187512
"126",2019-11-03,1088992.05664883,3.6,64.9327077995635,11034.2741638575,11030098,23826.1663650986,11034968,22431.1940130565,9893,33524.9069057578,8287615,0,0,23276.0817068351,1269755
"127",2019-11-04,1080516.06535572,3.6,71.2993709432551,10987.976292278,10521662,23909.0682532116,9804006,27208.9997159419,11811,0,0,11843.0124985366,913340,21237.474804339,1572767
"128",2019-11-05,1084149.97797367,3.6,59.3319550844217,11207.0105472244,10319980,26524.9576065854,12143746,23337.2778232117,10151,0,0,11944.3634016006,1093928,20450.8319372349,1519599
"129",2019-11-06,1068367.99283495,3.6,54.4677705693702,10881.2906630012,10220433,25128.0663125687,11322487,23375.9828577826,10073,0,0,11917.8733984037,928862,21548.0878225528,1565666
"130",2019-11-07,1101885.42166514,3.6,54.1867827569772,11053.5283261157,10985507,25256.3828762129,13806758,24564.6821326285,10955,0,0,11796.1435396492,1201525,20009.3052273098,1446095
"131",2019-11-08,1063887.04155507,3.6,62.9380814889446,11346.9583038881,9795161,26211.200591718,13351984,19535.0163212683,9108,0,0,12092.764967731,988775,20710.8710777776,1151688
"132",2019-11-09,1085849.06974173,3.6,82.2101810198973,10908.5395203069,10979306,25789.8596828916,12056316,21233.2480423347,8866,0,0,12015.9132236565,788105,18465.6507814433,1175618
"133",2019-11-10,1100526.26979931,3.6,70.3928826251458,10886.5539477105,10821946,23927.5678880314,11774803,22972.4363713989,11012,0,0,12279.0126604419,1308416,18317.3307996112,1259736
"134",2019-11-11,1079524.94478355,3.6,65.9795218226414,10992.8047718253,9299427,25565.3324290752,10269242,24012.3044537964,10424,0,0,11566.4846171241,1333475,20593.4391169855,1470908
"135",2019-11-12,1089773.76668674,3.6,66.4109669831242,10979.7182868946,9235282,24994.3127577735,14034608,22000.0693074977,11285,0,0,11813.6482164863,771223,19975.7321669678,1180338
"136",2019-11-13,1110359.7434623,3.6,69.2820579253265,10939.621005675,9081465,25412.3762122896,12383257,21608.7659093645,9319,0,0,11783.1075978855,1042034,21414.579541409,1692833
"137",2019-11-14,1081619.74449431,3.6,59.9484943328553,11091.9833977524,10487284,22236.7685203391,10660110,22444.3632889637,9646,0,0,12501.9584474829,1191131,20040.8735661405,1307386
"138",2019-11-15,1082157.02051727,3.6,61.2046201553347,11527.0920966909,9620269,25032.8619409638,12679402,23545.9630645254,10670,0,0,12109.2440526718,959627,21196.2805306528,1304092
"139",2019-11-16,1087786.06419486,3.6,85.4130428161075,10288.0318853105,9453894,25213.0338392775,12668681,25499.747319841,11032,0,0,11929.6499684137,984836,19772.6043254108,1122699
"140",2019-11-17,1107872.14820405,3.6,72.5772013376568,10949.5672177446,12030187,25447.2801466909,12114520,23915.0392781995,10847,0,0,11679.7503868099,837079,17355.4244454352,1397605
"141",2019-11-18,1082672.03998629,3.6,74.8310564609668,11458.9161335402,10004750,24401.9557548504,11960520,24530.5715241481,10195,27486.7749049193,6633072,12185.3138109873,1234123,19595.105084046,1325771
"142",2019-11-19,1106584.91641399,3.6,73.181650923143,11190.8375895436,10500623,26696.2701435348,12042283,23783.4547247508,10830,21684.9664639802,5349981,12342.0213571058,1099754,22787.7132084887,1098255
"143",2019-11-20,1102849.47260489,3.6,81.658139219413,10897.7639149005,9456753,27987.0455001925,14448714,21905.5986295172,9355,22902.3527021666,5586604,11813.3718899865,1079754,21531.4429048151,1301337
"144",2019-11-21,1103931.49334132,3.6,73.1139397928069,11037.0472657203,9976083,23693.6555505215,11879626,22064.4110354889,9855,24834.2523469627,5971464,11889.3318145387,942173,21575.8643991774,1479746
"145",2019-11-22,1092252.95254039,3.6,75.7851242086973,12003.9737023132,11406344,22326.2315893401,10920234,20785.9532578041,8658,22823.6343024791,5431368,12494.6962932353,791179,22233.2471151495,1380849
"146",2019-11-23,1122019.99590268,3.6,62.4167666956754,11162.78226593,10636402,26642.161815619,11150341,24571.0298060192,10626,22789.8885428387,5356033,12214.6648433126,1013977,19111.4562712702,1318535
"147",2019-11-24,1083364.1609666,3.6,69.239367838369,11057.2678969042,10056753,24022.9077222972,12242156,21703.8224940389,9684,25637.0920586012,6324233,12002.9174335682,1395236,18591.5932022231,1226907
"148",2019-11-25,1082162.08117421,3.6,87.2405752761206,11165.603582884,11075248,25514.4535969401,12352465,25147.9523257994,12621,18691.7426771256,4487953,12175.6081143081,987809,18898.6448637923,991174
